Time_Since_Run_subRespo_Window,Time_Since_Run_Photo_Prez,Time_Since_Run_Cue_Prez,trial_Corr,rt,What_Is_CorrResp,Subject_Respo,trial_n,block,sub,Cue_Type,Stim1,Stim2
9.472066649002954,6.398918462218717,8.946075261104852,1,8.547563911881298,1,1,0,003,001,Global_CL,frac,circDi
18.729939454002306,15.628626481164247,17.177892435109243,1,6.2298925498034805,1,1,1,003,001,CL,frac,circDi
26.28606078820303,24.61844188417308,21.327706203097478,1,5.968044271925464,1,1,2,003,001,CF,circDi,frac
37.83573085907847,33.12785840919241,35.47737144306302,1,9.358481443021446,1,1,3,003,001,CL,frac,circDi
48.1021668901667,33.12785840919241,46.24503890913911,1,7.54616478504613,1,1,4,003,001,CL,circDi,frac
59.468685736181214,54.96128573315218,57.21132625709288,0,9.149834112962708,1,0,5,003,001,Global_CL,circDi,frac
69.51923682703637,67.26013046712615,62.75173274707049,0,7.751976065104827,1,0,6,003,001,CF,frac,circDi
81.68501636106521,76.97657324420288,79.32758501521312,0,9.779912708094344,1,0,7,003,001,Global_CL,circDi,frac
90.02332818112336,87.84399111918174,89.49305937811732,1,5.667165332008153,1,1,8,003,001,Global_CL,frac,circDi
99.76325236214325,97.40945171704516,92.70908078504726,0,7.585225651040673,1,0,9,003,001,CF,frac,circDi
110.79948444408365,108.24321277206764,103.14224205701612,0,8.11916024191305,1,0,10,003,001,CF,frac,circDi
119.04490960901603,117.48602641117759,114.38412455818616,0,5.275672152871266,1,0,11,003,001,Global_CF,circDi,frac
127.69446913711727,117.48602641117759,126.04352714517154,1,6.547260690946132,1,1,12,003,001,CL,circDi,frac
138.86876238603145,134.35974125307985,136.61556345806457,1,9.04423751309514,1,1,13,003,001,CL,frac,circDi
151.4350786251016,146.52597411116585,148.98682780121453,0,10.223305786028504,1,0,14,003,001,Global_CL,circDi,frac
160.7818773330655,158.82480538100936,154.9168376380112,0,6.794479809002951,1,0,15,003,001,CF,frac,circDi
170.2268313220702,158.82480538100936,168.48091273219325,1,7.079774545971304,1,1,16,003,001,CL,circDi,frac
180.0519302871544,177.69891791511327,173.006478816038,1,8.208406704012305,1,1,17,003,001,Global_CF,frac,circDi
189.8920630570501,187.74446093011647,183.43405258003622,1,7.252619050908834,1,1,18,003,001,Global_CF,frac,circDi
198.01722898613662,196.36572282621637,193.0793354040943,0,5.766678018961102,1,0,19,003,001,Global_CF,frac,circDi
207.73399866116233,205.38219014019705,200.68988215713762,0,7.948646975914016,1,0,20,003,001,CF,frac,circDi
218.77557001402602,214.67373806401156,216.72976784221828,0,8.351248572114855,1,0,21,003,001,Global_CL,circDi,frac
229.21491816313937,226.74776682606898,221.85144976503216,0,8.105690876953304,1,0,22,003,001,Global_CF,circDi,frac
240.36374152218923,236.25822886521928,238.30705681606196,1,8.39610782195814,1,1,23,003,001,CL,frac,circDi
250.32587115606293,246.62251866608858,248.47404247219674,0,7.388475860003382,1,0,24,003,001,Global_CL,circDi,frac
259.6496761010494,256.97275237808935,259.12255244120024,1,7.555371905909851,1,1,25,003,001,Global_CL,frac,circDi
269.88998994301073,267.5401009961497,262.830608431017,0,7.55220694700256,1,0,26,003,001,CF,frac,circDi
279.7160509810783,277.562955444213,273.26390813011676,0,7.180864030029625,1,0,27,003,001,Global_CF,circDi,frac
288.1473629011307,286.39719357015565,282.90550272120163,0,5.968353274045512,1,0,28,003,001,CF,frac,circDi
295.563925123075,294.0132247339934,290.921879358124,0,5.266007546102628,1,0,29,003,001,Global_CF,circDi,frac
303.99761299113743,302.0469425651245,298.15499045699835,1,6.8651158581487834,1,1,30,003,001,Global_CF,frac,circDi
316.2462257312145,302.0469425651245,313.7889435191173,0,10.167624334106222,1,0,31,003,001,CL,circDi,frac
