Time_Since_Run_subRespo_Window,Time_Since_Run_Photo_Prez,Time_Since_Run_Cue_Prez,trial_Corr,rt,What_Is_CorrResp,Subject_Respo,trial_n,block,sub,Cue_Type,Stim1,Stim2
12.048430265160277,8.350758022163063,10.195809581084177,1,8.146932546049356,1,1,0,001,001,CL,frac,circDi
21.688444797182456,18.913124721031636,21.163223028182983,-1,none,1,none,1,001,001,Global_CL,frac,circDi
31.44834285811521,27.94606866920367,29.695812883088365,-1,none,1,none,2,001,001,Global_CL,circDi,frac
41.8979315450415,39.34592837118544,34.2369515739847,0,8.800884369993582,1,0,3,001,001,CF,frac,circDi
52.8477340741083,50.39571533119306,45.48661469598301,1,8.227182928938419,1,1,4,001,001,Global_CF,frac,circDi
63.986732193036005,61.42823864216916,56.32089243317023,0,8.569796594092622,1,0,5,001,001,CF,frac,circDi
72.53177800704725,70.87943682819605,67.57188682607375,0,5.857398749096319,1,0,6,001,001,CF,frac,circDi
82.50501973717473,78.59629436698742,80.55167600815184,0,8.003976513864473,1,0,7,001,001,Global_CL,circDi,frac
92.36450016614981,88.6619391660206,90.51228648098186,1,7.486632540123537,1,1,8,001,001,CL,frac,circDi
102.92997121205553,88.6619391660206,100.87782135605812,1,8.395965721923858,1,1,9,001,001,CL,circDi,frac
112.78125571506098,110.5177111281082,106.01805570605211,0,7.3011272510048,1,0,10,001,001,CF,circDi,frac
121.90689134597778,119.95223531499505,116.05276766815223,0,6.431951623177156,1,0,11,001,001,CF,frac,circDi
130.14055722299963,128.38455482316203,124.88443311699666,0,5.985660285921767,1,0,12,001,001,Global_CF,circDi,frac
141.79590964107774,137.09326642216183,139.44326386903413,1,9.495502734091133,1,1,13,001,001,CL,frac,circDi
152.53769416711293,149.55949624208733,152.0108567320276,1,8.298107736045495,1,1,14,001,001,Global_CL,frac,circDi
162.47963842819445,158.97705892007798,160.72644204716198,0,7.65014695096761,1,0,15,001,001,Global_CL,circDi,frac
170.52152350498363,168.24336350918747,169.99838880100287,1,6.422358489129692,1,1,16,001,001,Global_CL,frac,circDi
180.17741080513224,168.24336350918747,178.32535049901344,1,7.480792036047205,1,1,17,001,001,CL,circDi,frac
188.92815995309502,186.96658992604353,183.0683186762035,0,6.961903006071225,1,0,18,001,001,Global_CF,circDi,frac
200.79476916603744,196.0920052260626,198.44312311406247,0,9.46178920310922,1,0,19,001,001,Global_CL,circDi,frac
211.22854650812224,208.86550620011985,204.1665837559849,0,8.292623050045222,1,0,20,001,001,CF,circDi,frac
220.77791192708537,218.71610617404804,214.61908052908257,0,6.6709423190914094,1,0,21,001,001,CF,circDi,frac
231.9315752980765,218.71610617404804,229.77565202815458,1,8.646489911014214,1,1,22,001,001,CL,circDi,frac
242.7932664421387,238.69158981111832,240.74190353113227,1,8.577128103934228,1,1,23,001,001,CL,frac,circDi
250.50984738697298,248.96496111014858,245.86707514920272,0,5.401740803848952,1,0,24,001,001,Global_CF,circDi,frac
260.1504202221986,257.7980171770323,253.09853305015713,0,7.716179993003607,1,0,25,001,001,Global_CF,circDi,frac
268.46768534113653,266.81523823016323,263.5229231619742,0,5.692529842955992,1,0,26,001,001,Global_CF,circDi,frac
276.82569081918336,266.81523823016323,275.27446808014065,1,6.298252903157845,1,1,27,001,001,CL,circDi,frac
286.74870472215116,284.29707855917513,279.3980664780829,1,8.206497426144779,1,1,28,001,001,Global_CF,frac,circDi
297.58500458998606,295.1304673932027,290.23166305804625,1,8.150251252111048,1,1,29,001,001,CF,frac,circDi
306.0011026021093,303.8230032250285,305.4736325070262,1,6.2189030109439045,1,1,30,001,001,Global_CL,frac,circDi
316.0161374651361,313.567378452979,308.67152290511876,0,7.999730734853074,1,0,31,001,001,Global_CF,circDi,frac
