Time_Since_Run_subRespo_Window,Time_Since_Run_Photo_Prez,Time_Since_Run_Cue_Prez,trial_Corr,rt,What_Is_CorrResp,Subject_Respo,trial_n,block,sub,Cue_Type,Stim1,Stim2
61.357604754855856,58.68311457592063,60.83146851696074,1,7.842301010154188,1,1,0,002,001,Global_CL,frac,circDi
73.41504258383065,68.71491669584066,71.0654191498179,1,9.402527492959052,1,1,1,002,001,CL,frac,circDi
81.4494479848072,79.89763485500589,76.7896355940029,0,5.547001508064568,1,0,2,002,001,CF,frac,circDi
92.52183797582984,79.89763485500589,90.26426743599586,1,9.061002221889794,1,1,3,002,001,CL,circDi,frac
101.05816269293427,98.78140356182121,100.53090158686973,1,6.241839024005458,1,1,4,002,001,Global_CL,frac,circDi
112.73795304493979,108.02881751279347,110.37985340179875,1,9.39776842505671,1,1,5,002,001,CL,frac,circDi
122.58775606099516,120.41987416078337,116.12103060283698,0,7.151979973074049,1,0,6,002,001,Global_CF,circDi,frac
131.63138454291038,129.67968841991387,125.77519624587148,0,6.7119957730174065,1,0,7,002,001,CF,frac,circDi
144.30574439885095,139.19673839979805,141.75284687778912,1,10.20593900908716,1,1,8,002,001,CL,frac,circDi
153.7371510118246,151.78578255395405,147.88930421485566,0,6.676499285968021,1,0,9,002,001,Global_CF,circDi,frac
165.99207937181927,161.0941789217759,163.53694850485772,0,10.085974629037082,1,0,10,002,001,Global_CL,circDi,frac
177.9520986059215,173.44528389093466,175.69470100686885,1,9.228342266986147,1,1,11,002,001,CL,frac,circDi
187.70178586198017,184.19567730487324,185.94563154596835,0,7.432518181856722,1,0,12,002,001,Global_CL,circDi,frac
198.5741230067797,194.26191331679001,196.41816202481277,0,8.619722861796618,1,0,13,002,001,Global_CL,circDi,frac
206.70607942785136,205.05110133695416,201.75278160278685,0,5.571284894132987,1,0,14,002,001,Global_CF,circDi,frac
218.2687294939533,213.56126188579947,215.911129508866,0,9.648417558986694,1,0,15,002,001,Global_CL,circDi,frac
230.11266412981786,225.61165981693193,227.86645007086918,1,9.025552341947332,1,1,16,002,001,CL,frac,circDi
238.04600333282724,236.49538503680378,233.39428446581587,1,5.594320868840441,1,1,17,002,001,Global_CF,frac,circDi
245.59583919588476,243.41119187697768,245.06720109679736,-1,none,1,none,18,002,001,Global_CL,frac,circDi
253.84465170581825,251.99344568978995,248.29744379897602,0,6.363281359896064,1,0,19,002,001,CF,frac,circDi
263.7895794028882,261.4274075918365,256.71967836190015,0,7.542324370006099,1,0,20,002,001,CF,circDi,frac
273.0180120698642,271.068947984837,267.1681017498486,1,6.436634812969714,1,1,21,002,001,Global_CF,frac,circDi
281.2608659749385,279.4997637178749,276.00865815696307,0,6.0279907488729805,1,0,22,002,001,Global_CF,circDi,frac
288.68565452680923,287.1340290198568,284.03803713596426,1,5.563106784131378,1,1,23,002,001,Global_CF,frac,circDi
295.90373729681596,294.3506882628426,291.258774317801,1,5.574299363885075,1,1,24,002,001,CF,frac,circDi
304.3265426349826,302.3663523090072,298.4752313159406,1,6.5675300089642406,1,1,25,002,001,Global_CF,circDi,frac
312.2700687418692,310.61528951791115,307.3191824799869,0,5.562331644119695,1,0,26,002,001,CF,circDi,frac
321.987644091947,319.10955119598657,321.46017785090953,1,8.331157092005014,1,1,27,002,001,Global_CL,frac,circDi
333.04862111690454,319.10955119598657,330.99162632296793,1,8.23708140105009,1,1,28,002,001,CL,circDi,frac
343.8012037659064,319.10955119598657,341.7481379399542,1,8.23337862896733,1,1,29,002,001,CL,circDi,frac
353.3327765848953,351.16581268189475,346.8736269969959,1,7.217176133999601,1,1,30,002,001,CF,circDi,frac
363.5534645267762,361.1993734599091,356.5115422208328,0,7.50224520592019,1,0,31,002,001,CF,circDi,frac
