Time_Since_Run_subRespo_Window,Time_Since_Run_Photo_Prez,Time_Since_Run_Cue_Prez,trial_Corr,rt,What_Is_CorrResp,Subject_Respo,num_trials,block,sub,Cue_Type,Stim1,Stim2,Frame Rate,Sex,Age
11.10992835694924,7.950203279964626,6.38428516080603,1,6.0901039550080895,1,1,0,001,001,Global_CF,circDi,frac,30.052154816782057,27,M
